ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r000	1366.76	0.16%	0.25%	0.46%	0.71%	7	5	5	7	7	6	5	4	7	6	4	5	6	5	7	6	6	5	6	5	6	5	5	7	5	5	7	4	7	5	7	6	3	6	7	3	7	6	7	7	6	4	5	6	4	7	4	6	5	6	6	5	6	5	4	7	5	4	7	5	5	5	5	7	5	7	5	5	5	6	4	6	7	4	7	6	5	6	6	6	6	6
r001	1356.31	0.05%	0.22%	0.43%	0.89%	6	4	7	6	7	4	4	5	7	6	4	4	6	5	7	4	5	6	5	5	7	4	5	7	5	5	7	4	7	5	7	7	6	4	7	6	5	4	7	5	5	6	6	4	5	6	5	7	5	4	7	5	5	5	7	6	6	5	6	6	6	7	4	7	4	6	6	5	6	4	7	4	5	6	5	6	6	5	6	6	5	6
r002	1246.10	0.58%	1.06%	1.52%	2.63%	5	6	6	5	5	6	5	6	5	5	7	6	5	6	7	6	6	5	6	6	5	5	6	6	6	5	6	7	6	5	6	5	5	5	6	5	7	5	6	7	4	5	5	5	6	6	6	5	6	5	5	7	4	7	6	6	5	6	6	5	5	6	4	7	4	6	6	6	6	4	6	4	7	5	7	5	5	7	5	4	7	4
r003	1277.11	0.49%	0.79%	1.16%	2.12%	6	6	5	6	5	6	5	6	5	7	5	6	7	6	5	6	5	6	5	5	6	5	5	7	6	5	5	5	7	5	7	6	5	5	7	5	7	5	5	7	6	6	4	5	5	7	5	6	6	5	6	5	6	5	6	6	6	6	6	6	6	5	7	5	7	7	4	6	4	7	6	7	4	6	4	7	4	7	7	5	7	5
r004	1318.45	0.23%	0.39%	0.80%	1.82%	4	7	6	4	7	5	7	6	7	6	4	7	6	5	6	5	5	7	5	6	5	7	6	4	5	6	6	4	4	6	7	5	7	5	7	7	5	5	6	5	4	6	7	5	5	6	5	6	5	5	6	6	4	6	6	5	5	6	5	7	5	6	6	6	6	6	5	5	5	6	6	6	5	6	5	6	7	5	6	6	5	6
r005	1143.90	1.52%	2.10%	2.92%	3.90%	6	5	6	6	6	5	3	6	6	4	7	5	4	6	6	5	7	5	7	5	5	3	5	5	6	6	5	7	5	6	6	5	7	5	6	7	5	6	5	5	7	5	6	5	7	5	7	5	5	6	5	5	7	5	5	6	5	6	6	5	5	6	6	6	6	5	5	5	5	6	5	6	6	5	6	6	6	6	6	6	6	6
r006	1225.29	0.82%	1.25%	1.69%	2.61%	7	6	4	7	5	4	7	6	5	6	6	6	6	6	6	4	5	7	5	5	5	7	5	5	6	6	5	6	5	6	7	5	5	7	7	5	6	6	5	6	5	6	5	7	5	5	5	5	7	6	5	5	5	5	7	6	5	6	6	7	5	4	6	6	6	5	6	7	6	4	7	4	6	6	6	5	5	6	5	5	6	5
r007	1363.53	0.08%	0.22%	0.39%	0.73%	5	5	7	5	6	7	5	6	6	4	7	5	4	7	7	7	5	5	5	6	6	5	6	6	7	4	6	7	6	4	7	6	6	5	7	6	5	5	6	5	3	7	6	5	7	5	7	5	5	5	5	6	3	6	7	5	7	6	5	5	7	7	4	7	4	5	6	5	6	5	7	5	5	7	5	5	6	6	5	6	6	6
r008	1153.97	1.58%	2.24%	2.85%	3.86%	6	6	5	6	5	5	5	7	5	5	7	6	5	5	7	5	5	6	5	7	5	5	7	5	5	5	5	7	5	5	6	5	5	6	6	5	7	6	5	7	5	6	6	6	5	5	5	5	5	6	5	6	5	6	4	5	6	7	5	6	6	5	5	7	5	5	7	5	7	5	4	5	5	6	5	6	6	6	6	6	6	6
r009	1387.79	0.04%	0.12%	0.13%	0.43%	5	6	6	5	7	5	5	6	7	5	5	6	5	6	6	5	5	5	5	6	6	5	6	6	6	4	7	5	6	4	7	6	6	5	7	6	7	4	7	7	5	5	5	5	5	7	5	4	7	4	4	6	5	6	5	5	7	6	5	5	7	6	6	6	6	7	5	7	5	5	5	5	7	5	7	5	5	7	5	5	7	5
r010	982.00	3.95%	5.24%	6.36%	8.01%	6	6	5	6	5	5	5	5	5	5	7	6	5	6	5	5	7	5	7	6	4	5	6	6	6	5	5	7	6	5	5	4	7	4	5	7	7	4	5	7	5	4	7	4	5	7	5	7	5	4	7	6	5	6	6	7	5	5	7	5	5	5	7	5	7	7	5	5	5	6	6	6	5	4	5	7	7	5	7	5	5	5
r011	1158.74	1.39%	2.16%	3.16%	4.45%	4	7	6	4	6	5	7	7	6	5	5	7	5	6	6	5	7	5	7	5	4	7	5	5	6	6	5	5	5	6	7	4	6	7	7	6	5	6	5	5	4	7	5	7	4	5	4	6	6	6	6	5	4	5	7	5	7	7	5	5	7	6	6	6	6	5	7	6	7	4	7	4	4	7	4	6	5	7	6	5	7	5
r012	1420.19	0.02%	0.04%	0.13%	0.29%	5	5	7	5	7	5	6	6	7	3	7	5	3	5	7	5	6	6	6	4	7	6	4	6	5	5	7	7	6	5	6	7	5	5	6	5	7	6	7	7	4	5	6	5	5	7	5	4	6	6	4	7	4	7	6	6	6	6	6	6	6	7	5	7	5	7	5	6	5	6	6	6	5	5	5	4	6	5	4	7	5	7
r013	1318.63	0.23%	0.40%	0.85%	1.48%	6	4	7	6	7	6	5	5	7	3	7	4	3	7	7	6	5	6	5	7	4	5	7	5	7	3	7	7	5	3	7	4	7	6	7	7	5	4	7	5	7	5	5	6	4	6	4	7	6	4	7	5	7	5	5	7	5	5	7	6	5	7	5	7	5	6	5	6	5	6	5	6	6	5	6	6	5	6	6	6	6	6
r014	1078.21	2.37%	3.42%	4.34%	5.69%	7	7	3	7	4	7	4	7	4	6	7	7	6	6	4	7	4	5	4	7	4	4	7	5	6	5	5	7	5	5	6	4	6	6	6	6	7	5	5	7	4	7	6	6	6	5	6	7	4	5	7	5	4	5	5	5	7	7	5	5	7	3	7	4	7	5	6	4	6	6	5	6	6	7	6	4	6	5	4	7	5	7
r015	1368.70	0.10%	0.24%	0.41%	0.82%	6	5	6	6	6	7	4	5	6	6	5	5	6	6	5	7	5	5	5	5	6	4	5	6	6	5	6	5	6	5	7	6	6	5	7	6	4	6	6	4	6	7	6	5	5	6	5	5	6	6	5	6	6	6	5	6	6	5	6	5	6	6	6	5	6	6	6	6	6	5	5	5	6	7	6	4	6	6	4	6	6	6
r016	1313.30	0.18%	0.37%	0.77%	1.64%	4	7	6	4	7	6	6	6	7	5	5	7	5	4	6	6	5	6	5	7	5	6	7	4	4	6	7	5	4	6	6	5	5	5	6	5	7	6	7	7	5	5	5	5	5	6	5	7	5	6	7	4	5	4	7	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	7	5	5	5	5	5	5	5	5	7	5	7
r017	1313.59	0.27%	0.48%	0.86%	1.43%	6	5	6	6	6	5	5	5	6	7	4	5	7	6	6	5	5	7	5	5	6	5	5	7	6	5	6	4	7	5	6	6	6	5	6	6	6	6	6	6	7	5	5	5	5	7	5	7	5	6	7	3	7	3	7	7	5	5	7	7	5	6	5	6	5	7	5	5	5	5	7	5	5	5	5	7	5	7	7	5	7	5
r018	1164.08	1.40%	2.03%	3.29%	4.77%	6	6	5	6	3	5	7	6	3	6	7	6	6	6	6	5	6	6	6	7	4	7	7	3	6	6	5	7	3	6	7	4	6	7	7	6	7	4	5	7	4	5	5	7	4	6	4	6	7	4	6	7	4	7	6	6	6	6	6	6	6	5	5	6	5	6	4	7	4	5	6	5	5	5	5	7	5	7	7	5	7	5
r019	1415.66	0.04%	0.08%	0.15%	0.27%	3	7	7	3	5	7	5	7	5	6	6	7	6	5	6	7	5	4	5	5	6	5	5	7	5	4	7	6	7	4	7	6	4	7	7	4	6	6	7	6	4	7	5	7	6	4	6	6	4	6	6	5	4	5	5	5	7	7	5	4	7	7	4	6	4	4	7	4	7	6	5	6	5	7	5	5	5	7	5	5	7	5
r020	1382.59	0.11%	0.32%	0.43%	0.66%	4	5	6	4	6	7	5	7	6	7	4	5	7	6	6	7	5	5	5	5	7	5	5	7	6	5	6	4	7	5	6	7	5	5	6	5	6	7	6	6	5	5	7	5	6	5	6	4	6	7	4	6	5	6	6	5	7	7	5	5	7	6	6	6	6	5	7	6	7	4	6	4	7	5	7	5	7	5	5	6	5	6
r021	1247.19	0.59%	1.03%	1.50%	2.49%	6	5	6	6	6	5	5	7	6	4	7	5	4	5	7	5	7	5	7	5	5	5	5	7	5	5	7	7	7	5	5	5	7	5	5	7	6	6	7	6	4	6	5	5	7	5	7	4	4	6	4	7	4	7	5	5	7	7	5	5	7	6	4	7	4	5	6	4	6	6	5	6	6	6	6	5	5	7	5	5	7	5
r022	1326.33	0.35%	0.61%	0.90%	1.41%	5	6	6	5	7	7	4	6	7	5	5	6	5	5	7	7	6	3	6	6	5	4	6	7	5	4	7	5	7	4	6	5	6	6	6	6	7	5	7	7	4	5	6	6	7	4	7	7	3	5	7	5	4	5	6	5	7	6	5	3	7	6	5	7	5	4	7	3	7	6	6	6	5	5	5	7	6	6	7	5	6	5
r023	940.00	4.52%	5.66%	6.51%	8.20%	6	6	5	6	6	4	7	6	6	4	7	6	4	7	6	4	7	5	7	4	5	7	4	6	7	6	4	7	6	6	5	5	7	5	5	7	7	4	4	7	5	6	6	5	4	7	4	7	5	4	7	6	5	6	6	5	7	6	5	5	7	5	6	6	6	7	5	5	5	6	6	6	5	6	5	6	6	6	6	5	6	5
r024	1077.24	2.49%	3.46%	4.37%	6.04%	6	5	6	6	6	5	4	7	6	6	5	5	6	5	7	5	6	6	6	7	4	4	7	6	5	7	5	5	6	7	6	4	6	7	6	6	7	5	5	7	6	6	5	7	6	4	6	6	5	5	6	6	6	6	5	5	6	7	5	6	6	6	4	7	4	4	5	5	5	7	5	7	4	6	4	7	5	7	7	4	7	4
r025	1328.05	0.20%	0.37%	0.63%	1.48%	5	7	5	5	5	5	5	6	5	6	6	7	6	5	5	5	7	5	7	6	4	5	6	6	5	5	7	6	6	5	7	4	7	5	7	7	6	4	7	6	6	4	6	5	6	6	6	6	4	4	6	7	6	7	4	6	6	6	6	5	6	5	7	5	7	6	5	4	5	7	4	7	5	4	5	7	6	6	7	5	6	5
r026	1075.07	2.64%	3.62%	4.53%	5.70%	7	6	4	7	4	6	6	6	4	6	7	6	6	5	5	6	5	6	5	5	5	6	5	6	5	6	6	7	6	6	4	5	6	6	4	6	5	7	6	5	7	6	5	6	4	7	4	6	7	7	6	4	7	4	5	5	6	6	5	6	6	4	7	5	7	7	5	7	5	5	5	5	6	6	6	5	5	5	5	7	5	7
r027	1372.38	0.15%	0.24%	0.42%	0.62%	7	4	6	7	5	6	6	5	5	7	5	4	7	6	6	6	5	6	5	5	6	6	5	6	6	5	6	5	6	5	7	6	4	7	7	4	6	5	6	6	5	5	7	7	4	6	4	5	7	5	5	7	5	7	5	6	6	5	6	6	6	6	6	6	6	6	6	7	6	4	5	4	6	5	6	5	7	4	5	7	4	7
r028	979.13	3.98%	5.45%	6.44%	7.81%	7	6	4	7	5	6	5	5	5	6	6	6	6	5	6	6	6	5	6	7	4	5	7	5	5	7	5	6	5	7	5	4	7	5	5	7	6	6	5	6	6	4	5	5	7	5	7	4	5	6	4	7	6	7	4	7	4	5	7	5	4	4	6	6	6	5	6	5	6	6	4	6	7	4	7	6	5	7	6	5	7	5
r029	1187.22	1.09%	1.74%	2.96%	4.33%	7	6	4	7	4	4	7	6	4	7	6	6	7	4	5	4	6	7	6	7	4	7	7	3	4	7	6	6	3	7	6	4	6	6	6	6	5	7	6	5	6	5	7	6	4	7	4	5	6	7	5	5	6	5	6	6	5	6	6	7	5	4	7	5	7	7	5	6	5	6	6	6	4	5	4	7	7	5	7	5	5	5
r030	1297.23	0.35%	0.62%	1.03%	1.67%	5	7	5	5	6	7	6	5	6	6	5	7	6	7	4	7	6	4	6	4	6	6	4	7	7	4	6	5	7	4	6	6	7	4	6	7	5	6	6	5	7	6	5	4	7	6	7	4	5	6	4	6	7	6	4	6	6	5	6	4	6	5	7	4	7	6	6	5	6	6	4	6	7	6	7	4	5	6	4	6	6	6
r031	1255.29	0.51%	0.98%	1.47%	2.56%	5	6	6	5	5	5	7	6	5	6	6	6	6	5	6	5	6	6	6	6	4	7	6	4	5	5	7	6	4	5	6	4	7	6	6	7	6	5	7	6	6	3	7	6	5	6	5	5	7	5	5	5	6	5	6	6	5	6	6	6	5	6	6	6	6	6	6	7	6	4	6	4	7	3	7	7	7	5	7	5	5	5
r032	1319.61	0.31%	0.55%	0.80%	1.29%	5	6	5	5	5	7	7	5	5	7	5	6	7	6	4	7	5	5	5	5	6	7	5	5	6	5	6	5	5	5	6	6	6	5	6	6	6	6	6	6	5	7	5	5	7	5	7	4	5	6	4	7	5	7	4	6	6	5	6	5	6	5	7	4	7	5	5	5	5	7	4	7	5	7	5	5	5	7	5	5	7	5
r033	1312.25	0.17%	0.31%	0.75%	1.97%	6	7	4	6	6	5	5	7	6	6	5	7	6	4	5	5	4	7	4	6	5	5	6	6	4	5	7	5	6	5	6	5	7	5	6	7	7	4	7	7	4	5	5	5	6	6	6	6	5	4	6	7	4	7	3	5	5	7	5	7	5	4	7	5	7	6	5	5	5	7	3	7	7	5	7	5	5	7	5	5	7	5
r034	1321.45	0.26%	0.46%	0.70%	1.38%	7	6	4	7	7	6	4	5	7	5	5	6	5	5	5	6	6	5	6	5	6	4	5	7	5	6	6	5	7	6	6	6	6	5	6	6	6	5	6	6	5	7	5	5	6	5	6	7	4	5	7	5	5	5	5	7	5	5	7	5	5	4	7	5	7	5	6	4	6	7	5	7	5	7	5	5	5	6	5	6	6	6
