5,5,7,6,5,5,7,6,6,5,7,5,6,5,8,5,7,6,6,6,6,7,4,7,6,6,6,7,5,6,6,6,5,6,6,6,8,4,6,6,6,7,5,6,5,7,6,7,4,6,6,5,5,7,7,4,5,6,4,7,6,7,7,4,7,7,4,4,6,8,6,6,6,7,4,5,6,6,5,6,5,6,4,8,2090
7,5,5,7,6,7,5,6,7,5,6,5,6,5,8,6,6,7,5,7,6,8,4,5,5,6,7,8,6,4,5,7,6,5,6,7,8,4,6,7,5,4,7,5,6,7,6,4,7,4,7,7,6,5,7,5,5,6,7,5,6,7,6,4,5,7,6,5,4,8,7,7,4,6,6,5,4,7,8,4,8,6,4,8,2077
6,6,7,6,4,6,7,5,6,6,6,6,5,6,7,4,6,7,7,7,5,8,4,6,7,5,5,8,6,4,6,6,6,6,7,5,7,4,7,6,5,7,6,5,5,8,6,7,5,4,5,6,5,6,8,4,6,6,5,7,6,5,6,5,7,5,6,4,7,7,5,6,7,6,6,6,7,6,5,7,5,6,5,7,2074
6,6,5,6,7,6,5,5,6,5,5,6,5,5,8,7,5,6,6,6,5,8,4,6,6,5,7,8,5,5,5,7,5,5,6,6,8,4,6,7,5,4,8,5,5,7,5,4,8,5,6,8,5,6,7,4,7,5,8,5,6,7,6,5,5,7,6,4,6,7,7,5,6,6,6,7,6,5,6,6,6,6,5,7,2068
5,4,7,6,4,5,7,6,6,6,6,4,6,6,8,4,6,7,7,7,5,7,4,7,7,5,5,7,5,5,5,6,5,5,6,8,8,4,6,6,5,6,6,5,5,7,5,6,6,5,8,6,5,7,7,5,5,5,6,8,5,5,7,6,8,5,4,5,5,7,5,7,6,7,4,5,5,7,6,6,6,5,6,7,2066
5,5,7,6,5,5,7,6,6,5,6,5,6,5,8,5,6,6,6,6,6,7,4,6,6,6,6,7,6,5,5,6,6,5,6,7,8,4,6,6,5,5,8,5,4,8,7,5,6,5,7,8,4,6,8,5,5,7,6,7,4,5,5,8,7,5,6,5,7,6,6,6,6,5,6,5,7,6,6,6,6,4,8,6,2065
7,5,6,7,4,7,6,5,7,5,6,5,5,5,7,4,6,8,6,8,5,8,4,4,6,5,7,8,5,5,5,7,5,5,7,7,7,4,7,7,4,7,6,4,6,6,7,7,5,5,7,6,6,4,6,6,8,7,5,6,5,6,6,5,6,6,6,6,4,8,7,6,5,6,6,8,4,6,6,5,6,5,5,8,2064
7,5,5,7,6,7,5,5,7,5,6,5,5,5,8,6,6,5,6,5,6,7,4,6,6,6,6,7,4,7,6,6,4,6,6,8,8,4,6,6,5,5,4,5,5,8,6,5,7,7,8,4,5,6,8,4,6,6,7,7,4,5,7,6,7,5,5,4,6,8,6,5,6,7,5,6,6,5,6,6,6,4,6,8,2062
7,5,5,7,6,7,5,6,7,5,6,5,6,5,8,6,6,7,5,7,7,6,4,6,5,7,6,6,6,5,5,6,6,5,6,7,8,4,6,6,4,6,6,4,6,8,6,6,6,5,7,6,6,6,8,5,5,6,6,6,6,7,7,4,6,7,5,5,7,6,6,6,6,7,5,5,7,6,6,6,6,6,4,6,2060
6,4,6,5,5,6,6,6,5,6,7,4,6,6,8,5,7,7,5,7,6,8,4,5,5,6,5,8,6,4,6,6,6,6,6,6,8,4,6,6,4,7,7,4,7,8,5,7,5,4,6,7,7,5,8,5,6,5,5,6,7,5,5,6,6,5,7,5,8,5,5,6,7,5,7,6,8,6,4,7,4,7,6,5,2057
